Year;Month;Region;Total Rainfall (mm)
2016;January;Turaif;2.8
2016;January;Wadi Aldawasir;0.001
2016;February;Guriat;0.001
2016;February;Taif;0.001
2016;February;Rafha;14.6
2016;March;Wejh;5.0
2016;March;Yenbo;0.001
2016;March;Madinah;0.001
2016;March;Makkah;0.0
2016;March;Taif;0.001
2016;March;Jizan;0.0
2016;April;Hail;4.4
2016;April;Dmmam;16.8
2016;April;Madinah;32.0
2016;April;Turaif;11.8
2016;April;Jeddah KAIA;1.5
2016;April;Tabuk;0.0
2016;April;Qaisumah;3.9
2016;May;Khamis Mushait;48.7
2016;May;Al-Ahsa;0.001
2016;May;Guriat;0.0
2016;May;Dmmam;0.001
2016;May;Turaif;0.0
2016;May;Al-Jouf;0.001
2016;May;Riyadh New;3.6
2016;June;Khamis Mushait;2.0
2016;June;Al-Ahsa;0.0
2016;June;Abha;4.0
2016;June;Bisha;0.0
2016;June;Turaif;0.0
2016;June;Riyadh New;0.0
2016;July;Hail;0.0
2016;July;Madinah;0.0
2016;July;Taif;0.001
2016;July;Jizan;104.9
2016;August;Dmmam;0.0
2016;August;Madinah;0.0
2016;August;Bisha;1.2
2016;August;Turaif;0.0
2016;August;Taif;6.5
2016;August;Jizan;27.9
2016;September;Arar;0.0
2016;September;Hail;0.0
2016;September;Al-Jouf;0.0
2016;September;Riyadh New;0.0
2016;September;Al-Baha;0.001
2016;October;Al-Ahsa;0.0
2016;October;Dmmam;0.0
2016;October;Madinah;0.001
2016;October;Makkah;0.001
2016;October;Bisha;0.0
2016;October;Taif;0.0
2016;October;Jizan;0.0
2016;October;Al-Jouf;0.0
2016;October;Qaisumah;0.0
2016;November;Guriat;0.001
2016;November;Madinah;0.0
2016;November;Makkah;0.0
2016;November;Sharorah;0.0
2016;November;Jeddah KAIA;0.0
2016;November;Riyadh New;69.9
2016;November;Qaisumah;33.6
2016;December;Turaif;26.8
2016;December;Wadi Aldawasir;0.0
2016;December;Rafha;2.8
2017;January;Khamis Mushait;0.0
2017;January;Yenbo;0.0
2017;January;Taif;2.0
2017;January;Al-Jouf;183.4
2017;February;Khamis Mushait;0.0
2017;February;Turaif;0.0
2017;February;Wadi Aldawasir;2.0
2017;February;Jizan;17.0
2017;February;Tabuk;0.0
2017;February;Al-Baha;36.8
2017;March;Hail;0.0
2017;March;Wejh;0.0
2017;March;Dmmam;0.001
2017;March;Bisha;0.0
2017;March;Jizan;5.5
2017;March;Najran;90.3
2017;March;Riyadh New;31.0
2017;April;Al-Ahsa;0.0
2017;April;Turaif;0.0
2017;May;Abha;0.0
2017;May;Guriat;0.0
2017;May;Makkah;0.0
2017;May;Najran;0.0
2017;May;Sharorah;0.0
2017;June;Al-Jouf;9.4
2017;June;Jeddah KAIA;0.001
2017;June;Riyadh New;0.0
2017;July;Al-Ahsa;0.0
2017;July;Najran;0.0
2017;July;Al-Jouf;0.001
2017;August;Dmmam;0.001
2017;August;Madinah;0.0
2017;August;Taif;0.0
2017;August;Wadi Aldawasir;0.0
2017;September;Khamis Mushait;41.5
2017;September;Abha;0.0
2017;September;Jizan;4.5
2017;September;Sharorah;0.0
2017;September;Al-Baha;16.3
2017;October;Yenbo;0.0
2017;October;Taif;0.0
2017;October;Wadi Aldawasir;0.0
2017;October;Jeddah KAIA;0.001
2017;October;Riyadh New;3.0
2017;November;Madinah;3.4
2017;November;Jizan;0.0
2017;December;Arar;0.0
2017;December;Hail;0.0
2017;December;Al-Ahsa;0.001
2017;December;Dmmam;12.0
2017;December;Bisha;0.001
2017;December;Najran;0.0
2017;December;Sharorah;0.001
2017;December;Jeddah KAIA;5.8
2017;December;Tabuk;5.7
2018;January;Wejh;0.0
2018;January;Dmmam;0.0
2018;January;Najran;0.0
2018;January;Rafha;0.001
2018;January;Sharorah;0.0
2018;January;Riyadh New;0.0
2018;January;Qaisumah;0.001
2018;February;Dmmam;7.8
2018;February;Madinah;15.0
2018;February;Rafha;16.7
2018;March;Al-Ahsa;0.001
2018;March;Madinah;0.0
2018;March;Makkah;0.0
2018;March;Bisha;20.8
2018;March;Turaif;0.0
2018;March;Wadi Aldawasir;1.0
2018;April;Yenbo;0.0
2018;April;Jizan;0.001
2018;April;Al-Jouf;8.4
2018;April;Riyadh New;43.5
2018;April;Qaisumah;15.4
2018;May;Dmmam;2.2
2018;May;Bisha;5.8
2018;May;Al-Baha;22.5
2018;June;Wejh;0.0
2018;June;Makkah;0.001
2018;June;Wadi Aldawasir;0.0
2018;June;Najran;0.0
2018;June;Al-Jouf;0.0
2018;June;Sharorah;0.0
2018;June;Riyadh New;0.0
2018;July;Hail;0.0
2018;July;Makkah;0.0
2018;July;Turaif;0.0
2018;July;Jizan;0.0
2018;July;Riyadh New;0.0
2018;August;Hail;0.0
2018;August;Wejh;0.0
2018;August;Yenbo;0.0
2018;August;Abha;23.6
2018;August;Guriat;0.0
2018;August;Jizan;4.5
2018;August;Najran;8.0
2018;August;Jeddah KAIA;0.0
2018;August;Tabuk;0.0
2018;August;Qaisumah;0.0
2018;September;Yenbo;0.0
2018;September;Turaif;0.0
2018;September;Al-Jouf;0.0
2018;September;Jeddah KAIA;0.0
2018;September;Riyadh New;0.0
2018;September;Tabuk;0.0
2018;October;Khamis Mushait;9.1
2018;October;Abha;45.7
2018;October;Guriat;6.8
2018;October;Rafha;9.0
2018;October;Al-Jouf;10.3
2018;October;Jeddah KAIA;8.8
2018;October;Al-Baha;40.4
2018;November;Arar;125.0
2018;November;Hail;32.6
2018;November;Madinah;20.0
2018;November;Bisha;6.6
2018;November;Tabuk;0.001
2018;November;Qaisumah;149.1
2018;December;Arar;8.1
2018;December;Khamis Mushait;0.0
2018;December;Abha;0.0
2018;December;Makkah;11.7
2018;December;Bisha;0.0
2019;January;Jizan;0.0
2019;January;Rafha;13.3
2019;January;Qaisumah;4.8
2019;February;Yenbo;31.7
2019;February;Najran;0.0
2019;February;Rafha;11.9
2019;February;Jeddah KAIA;0.0
2019;March;Wejh;2.5
2019;March;Sharorah;0.0
2019;March;Riyadh New;11.0
2019;April;Arar;4.1
2019;April;Guriat;2.8
2019;April;Najran;12.3
2019;April;Al-Baha;21.2
2019;May;Yenbo;0.0
2019;May;Dmmam;0.0
2019;May;Turaif;10.8
2019;May;Qassim;1.2
2019;May;Riyadh New;7.8
2019;May;Al-Baha;49.5
2019;June;Khamis Mushait;15.8
2019;June;Madinah;1.4
2019;June;Najran;0.0
2019;June;Al-Baha;1.5
2019;July;Arar;0.0
2019;July;Khamis Mushait;4.1
2019;July;Taif;0.0
2019;July;Wadi Aldawasir;0.0
2019;July;Rafha;0.0
2019;July;Qassim;0.0
2019;August;Al-Ahsa;0.0
2019;August;Dmmam;0.0
2019;August;Sharorah;0.0
2019;September;Makkah;12.0
2019;September;Turaif;0.0
2019;September;Qassim;0.0
2019;September;Tabuk;0.0
2019;October;Wejh;0.0
2019;October;Abha;1.0
2019;October;Rafha;16.1
2019;October;Sharorah;0.0
2019;October;Qassim;1.3
2019;October;Tabuk;2.7
2019;October;Qaisumah;19.7
2019;November;Arar;12.4
2019;November;Khamis Mushait;14.2
2019;November;Al-Ahsa;12.9
2019;November;Wadi Aldawasir;5.9
2019;November;Tabuk;11.9
2019;December;Madinah;0.0
2019;December;Bisha;0.0
2019;December;Rafha;3.1
2019;December;Riyadh New;5.0
2019;December;Qaisumah;2.4
2009;January;Arar;0.0
2009;January;Dmmam;1.0
2009;January;Makkah;2.5
2009;January;Jizan;39.9
2009;January;Al-Jouf;2.0
2009;February;Arar;1.6
2009;February;Hafr Elbatten;1.0
2009;February;Guriat;1.0
2009;February;Dmmam;1.0
2009;February;Sulayel;0.0
2009;February;Jizan;1.0
2009;February;Al-Jouf;8.4
2009;February;Qassim;2.1
2009;February;Qaisumah;1.0
2009;February;Riyadh Old;1.0
2009;March;Dmmam;13.2
2009;March;Turaif;0.0
2009;March;Riyadh New;14.1
2009;March;Riyadh Old;7.0
2009;April;Abha;20.8
2009;April;Guriat;1.0
2009;April;Madinah;0.0
2009;April;Riyadh New;23.4
2009;May;Al-Ahsa;0.0
2009;May;Najran;0.0
2009;May;Jeddah KAIA;1.0
2009;June;Hail;0.0
2009;June;Wejh;0.0
2009;June;Turaif;0.0
2009;June;Jeddah KAIA;1.0
2009;June;Qaisumah;3.6
2009;July;Arar;0.0
2009;July;Khamis Mushait;1.9
2009;July;Guriat;0.0
2009;July;Jeddah KAIA;0.0
2009;August;Arar;0.0
2009;August;Guriat;0.0
2009;August;Dmmam;0.0
2009;August;Sulayel;40.0
2009;August;Jizan;44.3
2009;August;Sharorah;0.0
2009;August;Jeddah KAIA;1.0
2009;August;Qassim;0.0
2009;August;Tabuk;0.0
2009;September;Khamis Mushait;1.0
2009;September;Turaif;0.0
2009;September;Dhahran;0.0
2009;September;Jeddah KAIA;0.0
2009;October;Arar;0.0
2009;October;Hail;8.9
2009;October;Makkah;51.0
2009;October;Bisha;0.0
2009;October;Najran;0.0
2009;November;Khamis Mushait;2.0
2009;November;Abha;10.0
2009;November;Makkah;8.2
2009;November;Bisha;0.0
2009;November;Turaif;11.0
2009;November;Jizan;0.0
2009;November;Al-Jouf;3.8
2009;November;Qassim;44.4
2009;November;Tabuk;4.0
2009;November;Qaisumah;66.6
2009;December;Khamis Mushait;3.9
2009;December;Dhahran;61.0
2009;December;Qaisumah;15.2
2009;December;Al-Baha;3.0
2010;January;Hail;5.4
2010;January;Wejh;48.0
2010;January;Dmmam;1.0
2010;January;Rafha;1.0
2010;February;Arar;7.1
2010;February;Hail;1.0
2010;February;Wejh;0.0
2010;February;Hafr Elbatten;5.0
2010;February;Sulayel;0.0
2010;February;Jeddah KAIA;25.0
2010;February;Qaisumah;4.0
2010;February;Riyadh Old;0.0
2010;March;Wejh;0.0
2010;March;Hafr Elbatten;0.0
2010;March;Al-Ahsa;1.0
2010;March;Dmmam;1.2
2010;March;Makkah;0.0
2010;March;Jizan;0.0
2010;March;Jeddah KAIA;1.0
2010;March;Al-Baha;1.0
2010;April;Hail;3.4
2010;April;Wejh;1.0
2010;April;Yenbo;1.0
2010;April;Makkah;1.8
2010;April;Taif;41.0
2010;April;Najran;31.0
2010;April;Sharorah;12.0
2010;April;Qassim;27.9
2010;May;Arar;1.7
2010;May;Hail;3.6
2010;May;Dmmam;32.6
2010;May;Makkah;17.2
2010;May;Najran;1.0
2010;May;Sharorah;3.0
2010;May;Qassim;16.4
2010;May;Tabuk;5.0
2010;May;Riyadh Old;16.2
2010;June;Wejh;0.0
2010;June;Hafr Elbatten;0.0
2010;June;Guriat;0.0
2010;June;Dmmam;0.0
2010;June;Turaif;0.0
2010;June;Dhahran;0.0
2010;June;Sharorah;0.0
2010;June;Qassim;0.0
2010;June;Riyadh Old;0.0
2010;July;Hail;0.0
2010;July;Bisha;3.6
2010;July;Turaif;0.0
2010;July;Riyadh Old;0.0
2010;August;Arar;0.0
2010;August;Yenbo;0.0
2010;August;Makkah;1.0
2010;August;Turaif;0.0
2010;August;Taif;1.0
2010;August;Tabuk;0.0
2010;August;Qaisumah;0.0
2010;September;Arar;0.0
2010;September;Yenbo;0.0
2010;September;Madinah;0.0
2010;September;Makkah;20.0
2010;October;Al-Ahsa;0.0
2010;October;Guriat;0.0
2010;October;Taif;1.0
2010;October;Sharorah;1.0
2010;October;Qassim;0.0
2010;November;Khamis Mushait;1.2
2010;November;Dmmam;0.0
2010;November;Makkah;27.2
2010;November;Al-Jouf;1.0
2010;December;Hail;1.8
2010;December;Abha;1.0
2010;December;Najran;0.0
2010;December;Tabuk;4.3
2010;December;Riyadh Old;1.0
2011;January;Hail;2.7
2011;January;Khamis Mushait;7.7
2011;January;Yenbo;40.5
2011;January;Jeddah KAIA;75.9
2011;February;Makkah;0.0
2011;February;Sulayel;0.0
2011;February;Taif;1.0
2011;February;Dhahran;6.5
2011;February;Rafha;1.0
2011;February;Riyadh Old;1.0
2011;February;Al-Baha;0.0
2011;March;Dmmam;1.0
2011;March;Dhahran;1.0
2011;March;Al-Jouf;0.0
2011;March;Sharorah;0.0
2011;March;Al-Baha;0.0
2011;April;Hail;20.5
2011;April;Guriat;3.6
2011;April;Jeddah KAIA;0.0
2011;April;Qassim;46.4
2011;April;Riyadh New;19.5
2011;May;Wejh;0.0
2011;May;Madinah;1.0
2011;May;Sulayel;1.0
2011;May;Najran;22.6
2011;June;Khamis Mushait;10.5
2011;June;Al-Ahsa;0.0
2011;June;Guriat;0.0
2011;June;Al-Jouf;1.0
2011;July;Khamis Mushait;13.8
2011;July;Makkah;0.0
2011;July;Turaif;0.0
2011;July;Sulayel;0.0
2011;July;Dhahran;0.0
2011;July;Jizan;8.0
2011;July;Rafha;0.0
2011;July;Al-Jouf;0.0
2011;July;Tabuk;0.0
2011;July;Al-Baha;44.5
2011;August;Al-Ahsa;0.0
2011;August;Yenbo;0.0
2011;August;Guriat;0.0
2011;August;Bisha;2.0
2011;September;Al-Ahsa;0.0
2011;September;Al-Jouf;0.0
2011;September;Qassim;0.0
2011;September;Riyadh New;0.0
2011;October;Yenbo;0.0
2011;October;Dmmam;0.0
2011;October;Makkah;1.0
2011;October;Sulayel;0.0
2011;October;Jizan;0.0
2011;November;Al-Ahsa;35.1
2011;November;Al-Jouf;22.0
2011;November;Sharorah;0.0
2011;November;Jeddah KAIA;4.6
2011;November;Qaisumah;10.1
2011;November;Riyadh Old;0.0
2011;December;Abha;0.0
2011;December;Madinah;0.0
2011;December;Makkah;0.0
2011;December;Turaif;9.0
2011;December;Taif;0.0
2011;December;Dhahran;0.0
2011;December;Jeddah KAIA;0.0
2012;January;Arar;1.4
2012;January;Wejh;0.0
2012;January;Abha;0.0
2012;January;Madinah;0.0
2012;January;Makkah;0.0
2012;January;Dhahran;1.0
2012;January;Qassim;0.0
2012;February;Arar;4.7
2012;February;Wejh;1.0
2012;February;Hafr Elbatten;3.0
2012;February;Al-Ahsa;1.5
2012;February;Guriat;2.6
2012;February;Madinah;0.0
2012;February;Jizan;0.0
2012;February;Riyadh New;1.0
2012;February;Al-Baha;0.0
2012;March;Abha;1.0
2012;March;Najran;0.0
2012;March;Riyadh New;2.0
2012;April;Wejh;4.4
2012;April;Sulayel;38.6
2012;April;Rafha;0.0
2012;April;Qaisumah;28.3
2012;April;Al-Baha;25.3
2012;May;Arar;0.0
2012;May;Hail;1.0
2012;May;Hafr Elbatten;0.0
2012;May;Guriat;0.0
2012;May;Dmmam;1.0
2012;May;Makkah;0.0
2012;May;Taif;0.0
2012;May;Rafha;1.2
2012;May;Jeddah KAIA;0.0
2012;May;Tabuk;0.0
2012;May;Qaisumah;0.0
2012;June;Guriat;0.0
2012;June;Dmmam;0.0
2012;June;Sulayel;0.0
2012;June;Dhahran;0.0
2012;June;Al-Jouf;0.0
2012;July;Dhahran;0.0
2012;July;Najran;1.0
2012;July;Sharorah;0.0
2012;July;Qassim;0.0
2012;August;Hail;0.0
2012;August;Dmmam;0.0
2012;August;Bisha;1.0
2012;August;Turaif;0.0
2012;August;Al-Jouf;0.0
2012;August;Qassim;0.0
2012;August;Al-Baha;13.8
2012;September;Wejh;0.0
2012;September;Al-Ahsa;0.0
2012;September;Yenbo;0.0
2012;September;Guriat;0.0
2012;September;Dmmam;0.0
2012;September;Madinah;0.0
2012;September;Najran;0.0
2012;October;Hail;1.0
2012;October;Hafr Elbatten;0.0
2012;October;Al-Ahsa;0.0
2012;October;Yenbo;25.0
2012;October;Sharorah;0.0
2012;October;Qaisumah;0.0
2012;October;Al-Baha;7.0
2012;November;Khamis Mushait;1.8
2012;November;Madinah;56.4
2012;November;Qaisumah;20.0
2012;November;Al-Baha;2.5
2012;December;Hail;1.0
2012;December;Hafr Elbatten;17.0
2012;December;Madinah;0.0
2012;December;Dhahran;26.6
2012;December;Rafha;4.4
2012;December;Qassim;23.0
2013;January;Makkah;3.8
2013;January;Turaif;19.3
2013;January;Taif;0.0
2013;January;Al-Jouf;26.4
2013;February;Wejh;4.1
2013;February;Yenbo;0.0
2013;February;Guriat;7.8
2013;February;Al-Baha;0.0
2013;March;Al-Ahsa;15.2
2013;March;Jizan;0.0
2013;March;Jeddah KAIA;0.0
2013;March;Riyadh New;7.2
2013;March;Tabuk;0.0
2013;April;Hafr Elbatten;0.0
2013;May;Arar;2.4
2013;May;Khamis Mushait;58.9
2013;May;Abha;111.5
2013;May;Dmmam;2.0
2013;June;Arar;0.0
2013;June;Yenbo;0.0
2013;June;Makkah;0.0
2013;June;Turaif;0.0
2013;June;Najran;0.0
2013;June;Qassim;0.0
2013;July;Arar;0.0
2013;July;Dhahran;0.0
2013;July;Al-Jouf;0.0
2013;July;Riyadh New;0.0
2013;July;Qaisumah;0.0
2013;August;Wejh;0.0
2013;August;Abha;3.4
2013;August;Dmmam;0.0
2013;August;Najran;14.4
2013;August;Rafha;0.0
2013;August;Jeddah KAIA;0.0
2013;August;Tabuk;0.0
2013;August;Qaisumah;0.0
2013;August;Al-Baha;20.6
2013;September;Arar;0.0
2013;September;Wejh;0.0
2013;September;Taif;6.0
2013;September;Jizan;1.0
2013;September;Tabuk;0.0
2013;October;Abha;0.0
2013;October;Dmmam;0.0
2013;October;Madinah;3.9
2013;October;Sulayel;0.0
2013;October;Sharorah;0.0
2013;November;Al-Ahsa;83.0
2013;November;Yenbo;13.9
2013;November;Taif;0.0
2013;November;Najran;0.0
2013;November;Rafha;46.3
2013;November;Sharorah;0.0
2013;November;Qaisumah;62.9
2013;December;Yenbo;52.0
2013;December;Abha;0.0
2013;December;Madinah;16.1
2013;December;Sulayel;0.0
2013;December;Jeddah KAIA;0.0
2014;January;Hail;12.0
2014;January;Al-Ahsa;18.8
2014;January;Dmmam;35.2
2014;January;Sulayel;0.0
2014;January;Dhahran;36.4
2014;January;Al-Baha;10.0
2014;February;Yenbo;0.0
2014;February;Abha;3.7
2014;February;Guriat;8.0
2014;February;Sharorah;0.0
2014;March;Khamis Mushait;8.4
2014;March;Dmmam;9.3
2014;March;Jizan;0.0
2014;March;Qassim;7.8
2014;March;Riyadh New;3.9
2014;April;Dmmam;4.1
2014;April;Taif;44.5
2014;May;Abha;22.0
2014;May;Makkah;50.0
2014;May;Sulayel;0.0
2014;May;Rafha;6.3
2014;June;Al-Ahsa;0.0
2014;July;Arar;0.0
2014;July;Makkah;0.0
2014;July;Bisha;0.0
2014;July;Jizan;0.0
2014;July;Sharorah;0.0
2014;July;Tabuk;0.0
2014;August;Arar;0.0
2014;August;Hail;0.0
2014;August;Madinah;0.0
2014;August;Sulayel;0.0
2014;August;Taif;3.0
2014;August;Jizan;6.0
2014;August;Jeddah KAIA;0.0
2014;August;Qaisumah;0.0
2014;September;Abha;11.0
2014;September;Taif;5.5
2014;September;Sharorah;1.0
2014;October;Dmmam;0.0
2014;October;Madinah;0.0
2014;October;Taif;2.0
2014;October;Jizan;61.2
2014;October;Jeddah KAIA;0.0
2014;November;Yenbo;0.0
2014;November;Dmmam;0.0
2014;November;Al-Baha;3.9
2014;December;Yenbo;20.5
2014;December;Madinah;0.0
2014;December;Rafha;5.6
2014;December;Qassim;5.2
2014;December;Tabuk;10.0
2015;January;Arar;7.2
2015;January;Madinah;0.0
2015;January;Bisha;0.0
2015;January;Sharorah;0.0
2015;January;Jeddah KAIA;0.0
2015;January;Tabuk;0.0
2015;February;Madinah;0.0
2015;March;Al-Ahsa;24.9
2015;March;Turaif;9.6
2015;March;Najran;46.0
2015;March;Rafha;1.6
2015;March;Al-Jouf;0.0
2015;March;Al-Baha;4.8
2015;April;Khamis Mushait;0.0
2015;April;Abha;0.001
2015;April;Madinah;0.001
2015;April;Turaif;0.001
2015;April;Taif;0.001
2015;April;Rafha;0.001
2015;April;Al-Baha;0.001
2015;May;Wejh;0.0
2015;May;Taif;44.7
2015;May;Wadi Aldawasir;7.0
2015;May;Al-Jouf;0.0
2015;May;Tabuk;0.0
2015;June;Arar;0.0
2015;June;Al-Ahsa;0.0
2015;June;Guriat;0.0
2015;June;Jizan;0.0
2015;June;Riyadh New;0.0
2015;June;Al-Baha;0.0
2015;July;Arar;0.0
2015;July;Hail;0.0
2015;July;Dmmam;0.0
2015;July;Madinah;0.0
2015;July;Wadi Aldawasir;0.0
2015;July;Najran;0.0
2015;August;Khamis Mushait;1.0
2015;August;Turaif;0.0
2015;September;Al-Ahsa;0.0
2015;September;Taif;42.5
2015;October;Abha;3.0
2015;October;Bisha;0.0
2015;October;Riyadh New;0.0
2015;November;Khamis Mushait;3.0
2015;November;Guriat;7.8
2015;November;Taif;8.1
2015;November;Wadi Aldawasir;0.001
2015;November;Rafha;64.2
2015;November;Tabuk;42.0
2015;December;Yenbo;0.001
2015;December;Jizan;57.0
2016;January;Madinah;0.0
2016;January;Najran;5.1
2016;January;Al-Jouf;3.0
2016;January;Jeddah KAIA;0.0
2016;January;Riyadh New;2.0
2016;January;Al-Baha;0.0
2016;February;Hail;0.001
2016;February;Khamis Mushait;0.0
2016;February;Wejh;0.0
2016;February;Jizan;7.5
2016;February;Tabuk;0.0
2016;February;Qaisumah;50.6
2016;March;Hail;0.001
2016;March;Khamis Mushait;0.001
2016;March;Dmmam;9.8
2016;March;Sharorah;0.0
2016;April;Guriat;9.3
2016;April;Makkah;45.7
2016;April;Jizan;47.5
2016;April;Rafha;4.4
2016;April;Riyadh New;23.9
2016;April;Al-Baha;125.8
2016;May;Madinah;0.0
2016;May;Makkah;3.4
2016;May;Wadi Aldawasir;0.0
2016;May;Rafha;0.001
2016;May;Tabuk;0.0
2016;May;Al-Baha;17.5
2016;June;Yenbo;0.0
2016;June;Al-Jouf;0.0
2016;June;Qaisumah;0.0
2016;July;Guriat;0.0
2016;July;Dmmam;0.0
2016;July;Bisha;8.0
2016;July;Wadi Aldawasir;0.0
2016;July;Sharorah;11.0
2016;July;Riyadh New;0.0
2016;July;Al-Baha;8.1
2016;August;Hail;0.0
2016;August;Al-Ahsa;0.0
2016;August;Guriat;0.0
2016;August;Qassim;0.0
2016;August;Tabuk;0.0
2016;August;Al-Baha;18.0
2016;September;Al-Ahsa;0.0
2016;September;Makkah;0.001
2016;September;Jizan;0.001
2016;September;Qassim;0.0
2016;September;Qaisumah;0.0
2016;October;Wadi Aldawasir;0.0
2016;October;Qassim;0.0
2016;November;Hail;0.001
2016;November;Wejh;0.0
2016;November;Dmmam;27.5
2016;November;Bisha;27.9
2016;November;Najran;1.5
2016;November;Rafha;1.0
2016;November;Al-Baha;16.6
2016;December;Hail;1.7
2016;December;Abha;0.0
2016;December;Jizan;0.0
2016;December;Najran;0.0
2016;December;Riyadh New;0.0
2017;January;Al-Ahsa;0.0
2017;January;Abha;4.4
2017;January;Bisha;23.8
2017;January;Rafha;0.0
2017;February;Hail;0.0
2017;February;Wejh;0.0
2017;February;Abha;0.001
2017;February;Guriat;0.0
2017;February;Taif;12.4
2017;February;Jeddah KAIA;0.001
2017;February;Qaisumah;0.0
2017;March;Taif;0.0
2017;March;Wadi Aldawasir;0.0
2017;March;Rafha;0.0
2017;March;Al-Jouf;4.8
2017;March;Jeddah KAIA;1.5
2017;March;Qassim;0.0
2017;March;Al-Baha;0.001
2017;April;Arar;1.0
2017;April;Hail;0.0
2017;April;Khamis Mushait;23.6
2017;April;Wejh;0.0
2017;April;Dmmam;0.001
2017;April;Makkah;0.001
2017;April;Rafha;0.0
2017;May;Khamis Mushait;1.0
2017;May;Yenbo;0.0
2017;May;Madinah;0.0
2017;May;Wadi Aldawasir;0.0
2017;May;Rafha;0.0
2017;May;Jeddah KAIA;0.001
2017;May;Qaisumah;0.0
2017;June;Khamis Mushait;0.0
2017;June;Taif;0.0
2017;June;Sharorah;0.0
2017;June;Qaisumah;0.0
2017;July;Khamis Mushait;12.0
2017;July;Abha;0.0
2017;July;Madinah;0.001
2017;July;Wadi Aldawasir;0.001
2017;July;Jeddah KAIA;0.0
2017;August;Yenbo;0.0
2017;August;Jeddah KAIA;0.0
2017;August;Riyadh New;0.0
2017;September;Al-Ahsa;0.0
2017;September;Yenbo;0.0
2017;September;Taif;1.1
2017;September;Wadi Aldawasir;0.0
2017;September;Najran;0.0
2017;September;Al-Jouf;0.001
2017;September;Jeddah KAIA;0.0
2017;September;Riyadh New;0.0
2017;October;Al-Ahsa;0.001
2017;October;Guriat;0.0
2017;October;Dmmam;15.0
2017;October;Makkah;4.4
2017;October;Al-Jouf;0.0
2017;October;Qaisumah;0.0
2017;November;Hail;0.0
2017;November;Guriat;0.0
2017;November;Bisha;0.001
2017;November;Taif;0.0
2017;November;Wadi Aldawasir;0.0
2017;November;Jeddah KAIA;0.0
2017;November;Riyadh New;0.0
2017;November;Qaisumah;0.0
2017;November;Al-Baha;0.0
2017;December;Guriat;0.0
2017;December;Makkah;4.2
2017;December;Wadi Aldawasir;0.0
2017;December;Jizan;0.001
2017;December;Riyadh New;0.001
2017;December;Qaisumah;0.0
2018;January;Arar;3.1
2018;January;Al-Ahsa;0.0
2018;January;Guriat;4.7
2018;January;Bisha;0.0
2018;January;Jizan;0.001
2018;January;Jeddah KAIA;0.0
2018;February;Hail;4.0
2018;February;Abha;0.0
2018;February;Jizan;30.0
2018;February;Qassim;21.7
2018;March;Arar;0.0
2018;March;Guriat;0.001
2018;March;Najran;0.0
2018;March;Qassim;10.8
2018;March;Qaisumah;0.001
2018;March;Al-Baha;6.7
2018;April;Hail;28.9
2018;April;Dmmam;4.2
2018;April;Madinah;0.0
2018;April;Taif;62.9
2018;April;Qassim;81.5
2018;May;Arar;4.2
2018;May;Al-Ahsa;1.2
2018;May;Yenbo;0.0
2018;June;Al-Ahsa;0.0
2018;June;Guriat;0.0
2018;June;Taif;5.0
2018;June;Rafha;0.0
2018;June;Jeddah KAIA;0.0
2018;June;Qaisumah;0.0
2018;June;Al-Baha;0.001
2018;July;Khamis Mushait;19.0
2018;July;Al-Ahsa;0.0
2018;July;Guriat;0.0
2018;July;Taif;1.0
2018;July;Sharorah;0.0
2018;August;Arar;0.0
2018;August;Al-Ahsa;0.0
2018;August;Dmmam;0.0
2018;August;Makkah;10.0
2018;August;Taif;2.0
2018;August;Al-Jouf;0.0
2018;August;Qassim;0.0
2018;August;Al-Baha;1.0
2018;September;Arar;0.0
2018;September;Qassim;0.0
2018;October;Hail;2.6
2018;October;Turaif;2.7
2018;October;Jizan;25.5
2018;November;Al-Ahsa;20.0
2018;November;Makkah;74.5
2018;November;Wadi Aldawasir;0.0
2018;November;Al-Jouf;130.4
2018;November;Qassim;150.3
2018;November;Riyadh New;35.5
2018;November;Al-Baha;33.3
2018;December;Tabuk;0.0
2018;December;Qaisumah;2.6
2018;December;Al-Baha;1.5
2019;January;Wejh;23.2
2019;January;Makkah;0.0
2019;January;Turaif;26.5
2019;January;Wadi Aldawasir;0.0
2019;January;Qassim;4.4
2019;February;Arar;8.2
2019;February;Guriat;9.7
2019;February;Dmmam;19.8
2019;February;Sharorah;0.0
2019;February;Tabuk;4.0
2019;March;Khamis Mushait;0.0
2019;March;Jizan;0.0
2019;March;Rafha;3.1
2019;March;Al-Jouf;9.6
2019;April;Hail;24.6
2019;April;Qaisumah;1.9
2019;May;Arar;0.0
2019;May;Wejh;0.0
2019;May;Madinah;2.4
2019;May;Jeddah KAIA;1.0
2019;June;Hail;0.0
2019;June;Tabuk;2.2
2019;July;Dmmam;0.0
2019;July;Madinah;0.0
2019;July;Bisha;0.0
2019;July;Qaisumah;0.0
2019;August;Wejh;0.0
2019;August;Yenbo;0.0
2019;August;Turaif;0.0
2019;August;Wadi Aldawasir;0.0
2019;August;Jizan;71.8
2019;August;Rafha;0.0
2019;August;Qassim;0.0
2019;August;Qaisumah;0.0
2019;August;Al-Baha;39.7
2019;September;Al-Ahsa;0.0
2019;September;Qaisumah;0.0
2019;October;Khamis Mushait;0.0
2019;October;Guriat;10.0
2019;October;Dmmam;0.0
